what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1388717540890
arch,sysinfo,,,"x86_64",1388717540890
ws,sysinfo,,,"win32",1388717540890
locale,sysinfo,,,"en_US",1388717540890
processors,sysinfo,,,"8",1388717540890
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1388717540890
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1388717540890
java.specification.name,sysinfo,,,"Java Platform API Specification",1388717540890
java.specification.vendor,sysinfo,,,"Oracle Corporation",1388717540890
java.specification.version,sysinfo,,,"1.7",1388717540890
java.vendor,sysinfo,,,"Oracle Corporation",1388717540890
java.version,sysinfo,,,"1.7.0_21",1388717540890
java.vm.info,sysinfo,,,"mixed mode",1388717540890
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1388717540890
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1388717540890
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1388717540890
java.vm.specification.version,sysinfo,,,"1.7",1388717540890
java.vm.vendor,sysinfo,,,"Oracle Corporation",1388717540890
java.vm.version,sysinfo,,,"23.21-b01",1388717540890
started,bundle,org.eclipse.jgit,3.0.0.201306101825-r,"org.eclipse.jgit",1388717547500
started,bundle,org.eclipse.egit.core,3.0.0.201306101825-r,"org.eclipse.egit.core",1388717547532
started,bundle,org.eclipse.egit.ui,3.0.0.201306101825-r,"org.eclipse.egit.ui",1388717547641
opened,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388717627418
activated,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388717627543
opened,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388717629671
activated,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388717629796
activated,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388717630327
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388718004322
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388718150645
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388718154281
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388718156484
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388718156909
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388727196504
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388727199743
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728048099
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728103337
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728889307
deactivated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728889377
activated,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728890432
closed,view,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.PackageExplorer",1388728890465
closed,view,org.eclipse.ui.console,3.5.200.v20130514-0954,"org.eclipse.ui.console.ConsoleView",1388728890491
closed,view,org.eclipse.ui.views,3.6.100.v20130326-1250,"org.eclipse.ui.views.ContentOutline",1388728890503
closed,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388728890519
closed,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388728890550
closed,editor,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui.CompilationUnitEditor",1388728890565
closed,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728890645
closed,workbench,org.eclipse.ui.workbench,3.105.0.v20130529-1406,"",1388728891802
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.400.v20130508-1748,"org.eclipse.pde.api.tools.ui",1388728891977
stopped,bundle,org.eclipse.pde.ds.ui,1.0.300.v20130507-2057,"org.eclipse.pde.ds.ui",1388728891988
stopped,bundle,org.eclipse.pde.runtime,3.4.400.v20130402-1757,"org.eclipse.pde.runtime",1388728892007
stopped,bundle,org.eclipse.pde.ua.ui,1.0.300.v20130508-1926,"org.eclipse.pde.ua.ui",1388728892085
stopped,bundle,org.eclipse.pde.ui.templates,3.4.600.v20130507-2057,"org.eclipse.pde.ui.templates",1388728892107
stopped,bundle,org.eclipse.pde.ui,3.8.0.v20130515-1659,"org.eclipse.pde.ui",1388728892107
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1388728892167
stopped,bundle,org.eclipse.ant.ui,3.5.400.v20130514-1341,"org.eclipse.ant.ui",1388728892177
stopped,bundle,org.eclipse.ant.launching,1.0.300.v20130514-1341,"org.eclipse.ant.launching",1388728892193
stopped,bundle,org.eclipse.compare.win32,1.0.200.v20130514-1224,"org.eclipse.compare.win32",1388728892262
stopped,bundle,org.eclipse.egit.ui,3.0.0.201306101825-r,"org.eclipse.egit.ui",1388728892262
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.300.v20130503-1750,"org.eclipse.equinox.p2.ui.sdk",1388728892587
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1388881672007
started,bundle,org.eclipse.osgi,3.9.0.v20130529-1710,"org.eclipse.osgi",1388881672009
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.400.v20130327-2119,"org.eclipse.equinox.simpleconfigurator",1388881672010
started,bundle,com.ibm.icu,50.1.1.v201304230130,"com.ibm.icu",1388881672011
started,bundle,org.apache.felix.gogo.command,0.10.0.v201209301215,"org.apache.felix.gogo.command",1388881672012
started,bundle,org.apache.felix.gogo.runtime,0.10.0.v201209301036,"org.apache.felix.gogo.runtime",1388881672013
started,bundle,org.apache.felix.gogo.shell,0.10.0.v201212101605,"org.apache.felix.gogo.shell",1388881672015
started,bundle,org.eclipse.compare.core,3.5.300.v20130514-1224,"org.eclipse.compare.core",1388881672016
started,bundle,org.eclipse.core.contenttype,3.4.200.v20130326-1255,"org.eclipse.core.contenttype",1388881672017
started,bundle,org.eclipse.core.databinding.observable,1.4.1.v20130515-1857,"org.eclipse.core.databinding.observable",1388881672018
started,bundle,org.eclipse.core.expressions,3.4.500.v20130515-1343,"org.eclipse.core.expressions",1388881672019
started,bundle,org.eclipse.core.filebuffers,3.5.300.v20130225-1821,"org.eclipse.core.filebuffers",1388881672020
started,bundle,org.eclipse.core.filesystem,1.4.0.v20130514-1240,"org.eclipse.core.filesystem",1388881672022
started,bundle,org.eclipse.core.jobs,3.5.300.v20130429-1813,"org.eclipse.core.jobs",1388881672022
started,bundle,org.eclipse.core.net,1.2.200.v20130430-1352,"org.eclipse.core.net",1388881672024
started,bundle,org.eclipse.core.resources,3.8.100.v20130521-2026,"org.eclipse.core.resources",1388881672036
started,bundle,org.eclipse.core.runtime,3.9.0.v20130326-1255,"org.eclipse.core.runtime",1388881672036
started,bundle,org.eclipse.core.runtime.compatibility,3.2.200.v20130326-1255,"org.eclipse.core.runtime.compatibility",1388881672038
started,bundle,org.eclipse.core.variables,3.2.700.v20130402-1741,"org.eclipse.core.variables",1388881672041
started,bundle,org.eclipse.debug.core,3.8.0.v20130514-0954,"org.eclipse.debug.core",1388881672045
started,bundle,org.eclipse.e4.core.commands,0.10.2.v20130515-1857,"org.eclipse.e4.core.commands",1388881672046
started,bundle,org.eclipse.e4.core.contexts,1.3.0.v20130514-1256,"org.eclipse.e4.core.contexts",1388881672047
started,bundle,org.eclipse.e4.core.di,1.3.0.v20130514-1256,"org.eclipse.e4.core.di",1388881672049
started,bundle,org.eclipse.e4.core.services,1.1.0.v20130515-1343,"org.eclipse.e4.core.services",1388881672050
started,bundle,org.eclipse.e4.ui.bindings,0.10.100.v20130515-1857,"org.eclipse.e4.ui.bindings",1388881672051
started,bundle,org.eclipse.e4.ui.css.swt,0.11.0.v20130515-1857,"org.eclipse.e4.ui.css.swt",1388881672052
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.9.100.v20130515-1857,"org.eclipse.e4.ui.css.swt.theme",1388881672053
started,bundle,org.eclipse.e4.ui.di,1.0.0.v20130515-1857,"org.eclipse.e4.ui.di",1388881672054
started,bundle,org.eclipse.e4.ui.model.workbench,1.0.0.v20130605-1738,"org.eclipse.e4.ui.model.workbench",1388881672055
started,bundle,org.eclipse.e4.ui.services,1.0.0.v20130515-1857,"org.eclipse.e4.ui.services",1388881672056
started,bundle,org.eclipse.e4.ui.workbench,1.0.0.v20130531-1444,"org.eclipse.e4.ui.workbench",1388881672057
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.0.0.v20130515-1857,"org.eclipse.e4.ui.workbench.addons.swt",1388881672058
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.11.0.v20130603-1523,"org.eclipse.e4.ui.workbench.renderers.swt",1388881672059
started,bundle,org.eclipse.e4.ui.workbench.swt,0.12.0.v20130517-0139,"org.eclipse.e4.ui.workbench.swt",1388881672065
started,bundle,org.eclipse.emf.common,2.9.0.v20130528-0742,"org.eclipse.emf.common",1388881672066
started,bundle,org.eclipse.emf.ecore,2.9.0.v20130528-0742,"org.eclipse.emf.ecore",1388881672074
started,bundle,org.eclipse.emf.ecore.xmi,2.9.0.v20130528-0742,"org.eclipse.emf.ecore.xmi",1388881672076
started,bundle,org.eclipse.equinox.app,1.3.100.v20130327-1442,"org.eclipse.equinox.app",1388881672077
started,bundle,org.eclipse.equinox.common,3.6.200.v20130402-1505,"org.eclipse.equinox.common",1388881672078
started,bundle,org.eclipse.equinox.console,1.0.100.v20130429-0953,"org.eclipse.equinox.console",1388881672079
started,bundle,org.eclipse.equinox.ds,1.4.100.v20130515-2026,"org.eclipse.equinox.ds",1388881672081
started,bundle,org.eclipse.equinox.event,1.3.0.v20130327-1442,"org.eclipse.equinox.event",1388881672082
started,bundle,org.eclipse.equinox.p2.core,2.3.0.v20130327-2119,"org.eclipse.equinox.p2.core",1388881672083
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20130327-2119,"org.eclipse.equinox.p2.directorywatcher",1388881672086
started,bundle,org.eclipse.equinox.p2.engine,2.3.0.v20130526-2122,"org.eclipse.equinox.p2.engine",1388881672087
started,bundle,org.eclipse.equinox.p2.metadata,2.2.0.v20130523-1557,"org.eclipse.equinox.p2.metadata",1388881672089
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.100.v20130327-2119,"org.eclipse.equinox.p2.metadata.repository",1388881672090
started,bundle,org.eclipse.equinox.p2.operations,2.3.0.v20130603-1809,"org.eclipse.equinox.p2.operations",1388881672091
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.200.v20130419-1850,"org.eclipse.equinox.p2.reconciler.dropins",1388881672093
started,bundle,org.eclipse.equinox.p2.repository,2.3.0.v20130412-2032,"org.eclipse.equinox.p2.repository",1388881672095
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.0.v20130603-2142,"org.eclipse.equinox.p2.ui.sdk.scheduler",1388881672096
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20130327-2119,"org.eclipse.equinox.p2.updatechecker",1388881672097
started,bundle,org.eclipse.equinox.preferences,3.5.100.v20130422-1538,"org.eclipse.equinox.preferences",1388881672098
started,bundle,org.eclipse.equinox.registry,3.5.300.v20130327-1442,"org.eclipse.equinox.registry",1388881672099
started,bundle,org.eclipse.equinox.security,1.2.0.v20130424-1801,"org.eclipse.equinox.security",1388881672187
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1388881672188
started,bundle,org.eclipse.help,3.6.0.v20130326-1254,"org.eclipse.help",1388881672211
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20120516-0617,"org.eclipse.jdt.apt.core",1388881672212
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20120516-0617,"org.eclipse.jdt.apt.pluggable.core",1388881672213
started,bundle,org.eclipse.jdt.core,3.9.0.v20130604-1421,"org.eclipse.jdt.core",1388881672215
started,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1388881672215
started,bundle,org.eclipse.jdt.launching,3.7.0.v20130515-1451,"org.eclipse.jdt.launching",1388881672217
started,bundle,org.eclipse.jdt.ui,3.9.0.v20130605-1748,"org.eclipse.jdt.ui",1388881672217
started,bundle,org.eclipse.jface,3.9.0.v20130521-1714,"org.eclipse.jface",1388881672218
started,bundle,org.eclipse.ltk.core.refactoring,3.6.100.v20130605-1748,"org.eclipse.ltk.core.refactoring",1388881672226
started,bundle,org.eclipse.ltk.ui.refactoring,3.7.100.v20130605-1748,"org.eclipse.ltk.ui.refactoring",1388881672238
started,bundle,org.eclipse.pde.launching,3.6.100.v20130507-2111,"org.eclipse.pde.launching",1388881672240
started,bundle,org.eclipse.pde.ui,3.8.0.v20130515-1659,"org.eclipse.pde.ui",1388881672252
